"Keyword_id","Grouper_id"
104,81
104,449
105,145
106,497
106,611
107,460
107,492
108,97
108,98
108,117
108,119
108,135
108,406
109,199
109,216
109,225
109,274
109,290
109,291
109,292
109,293
109,626
109,786
110,729
111,285
112,380
113,646
114,610
114,635
114,636
114,656
114,657
114,659
114,660
114,664
114,665
114,669
114,677
114,680
114,689
114,706
115,441
116,438
116,441
117,439
118,465
119,465
119,466
120,474
121,498
122,435
123,496
124,84
125,89
126,344
126,349
127,232
128,281
128,479
129,479
130,595
131,502
132,502
133,19
133,35
133,58
133,105
133,119
133,218
133,221
133,321
133,451
133,507
133,550
133,663
133,664
133,709
133,813
133,817
133,823
134,517
134,673
135,492
136,35
136,68
136,116
136,117
136,118
136,119
136,218
136,221
136,247
136,277
136,376
136,471
136,472
136,519
136,556
136,586
136,587
136,588
136,619
136,676
136,677
136,678
136,721
136,722
136,813
137,282
137,286
137,289
138,267
138,270
138,271
138,272
138,273
138,274
138,275
138,277
138,278
138,302
139,185
140,276
141,741
141,748
142,736
143,390
144,353
145,170
146,282
147,294
148,295
148,296
150,253
151,206
151,303
151,333
151,336
151,676
151,686
152,676
153,159
154,98
154,490
155,281
156,23
156,24
156,62
156,63
156,109
156,110
156,155
156,156
156,240
156,241
156,273
156,274
156,325
156,326
156,369
156,370
156,419
156,420
156,455
156,456
156,510
156,511
156,553
156,554
156,581
156,582
156,615
156,616
156,668
156,669
156,713
156,714
157,179
157,180
157,181
157,182
157,183
157,184
157,185
157,186
157,187
157,188
157,189
157,190
157,191
157,192
157,193
157,194
157,195
157,196
158,11
158,260
158,306
158,438
159,28
160,413
160,747
160,748
160,749
161,755
162,25
163,2
164,157
164,229
164,675
164,693
165,139
166,139
167,569
168,1
168,246
168,466
168,479
168,539
169,210
169,217
169,218
169,221
169,687
170,210
170,687
171,210
171,687
172,676
175,185
175,271
175,272
175,273
175,274
175,275
175,277
175,302
176,724
177,206
177,333
178,339
179,387
180,479
181,77
182,461
183,513
184,136
185,206
185,329
186,117
187,490
188,7
189,22
189,61
189,99
189,100
189,108
189,150
189,154
189,178
189,239
189,272
189,311
189,324
189,368
189,418
189,447
189,448
189,448
189,454
189,503
189,509
189,552
189,580
189,609
189,614
189,649
189,655
189,667
189,698
189,699
189,700
189,706
189,712
190,742
191,42
191,199
191,216
191,225
191,292
191,633
191,634
192,44
192,612
192,629
192,637
192,638
193,206
193,333
194,430
195,14
195,236
195,611
195,660
196,379
197,229
197,692
197,720
198,45
198,73
198,123
198,164
198,252
198,278
198,339
198,382
198,476
198,525
198,559
198,592
198,622
198,684
198,726
198,728
198,814
199,444
200,282
200,289
201,157
201,158
202,92
203,151
203,530
204,151
205,537
206,602
206,603
206,604
206,606
206,705
206,787
208,161
208,498
209,362
210,479
211,168
211,815
212,502
213,281
214,458
215,442
215,449
216,82
216,83
216,87
216,175
216,317
216,640
217,559
218,498
219,177
219,215
220,390
221,735
222,339
222,342
223,500
224,295
225,296
226,521
227,527
227,535
227,689
228,197
228,584
229,51
230,222
230,231
230,238
230,256
230,257
230,258
231,18
231,50
231,51
231,746
231,749
231,753
232,544
232,548
233,299
234,77
234,339
235,74
235,75
235,76
235,77
235,208
235,434
235,568
236,339
236,355
237,340
237,341
237,343
238,167
238,341
238,343
240,549
241,414
242,631
242,632
242,633
242,634
242,638
243,223
243,227
243,227
243,421
244,124
245,407
245,408
245,409
245,410
245,411
246,207
246,224
246,566
247,606
248,198
248,226
248,396
248,427
249,198
249,226
249,396
249,427
250,198
250,226
250,427
251,353
252,528
252,529
252,530
252,531
253,516
254,528
255,400
256,165
257,549
258,402
259,207
259,224
259,551
259,566
259,567
259,630
260,166
260,391
261,531
262,91
262,112
263,88
263,105
263,106
263,107
263,108
263,109
263,110
263,111
263,119
263,120
263,122
263,140
263,182
264,21
264,60
264,107
264,153
264,213
264,238
264,271
264,323
264,453
264,579
264,613
264,666
264,711
264,819
264,820
265,21
266,338
266,340
267,143
267,233
267,652
267,697
268,33
268,34
268,52
268,54
268,59
268,81
268,106
268,124
268,125
268,126
268,134
268,140
268,152
268,174
268,259
268,268
268,270
268,279
268,287
268,288
268,296
268,302
268,356
268,393
268,483
268,541
268,597
268,665
268,675
268,694
268,710
268,731
268,812
268,818
268,824
269,337
270,129
270,169
270,198
270,426
270,427
270,430
270,431
270,432
270,433
270,435
270,437
270,636
270,638
271,104
272,213
272,399
272,412
272,413
273,231
273,364
274,134
275,254
275,365
276,365
277,207
277,224
277,567
278,755
279,227
279,411
280,146
281,164
282,127
283,299
284,339
285,18
286,401
286,662
286,702
286,707
286,750
287,415
288,640
289,88
290,101
291,367
292,210
292,687
293,439
294,571
295,184
295,233
295,234
295,247
295,252
296,230
297,249
297,251
298,232
298,235
298,236
298,237
298,239
298,240
298,241
298,250
298,251
298,252
298,253
299,404
299,435
299,545
299,546
300,216
300,626
301,216
301,626
302,732
303,625
304,528
304,529
304,530
304,534
305,738
306,38
306,40
306,41
306,42
306,43
306,44
307,469
308,310
308,336
308,337
308,350
309,21
310,199
310,216
310,225
310,290
310,786
311,298
312,601
312,811
313,413
314,479
315,736
315,737
316,373
317,406
318,191
319,275
319,288
320,550
320,551
320,552
320,553
320,554
320,555
320,558
320,559
320,570
321,198
321,226
321,427
322,617
323,4
324,610
325,55
325,79
325,560
326,136
327,405
328,718
329,718
330,718
331,83
332,385
333,385
334,443
335,702
336,169
337,32
337,488
337,489
338,199
338,216
338,225
338,291
338,786
339,245
340,15
341,23
341,24
341,62
341,63
341,109
341,110
341,155
341,156
341,179
341,180
341,181
341,182
341,183
341,184
341,185
341,186
341,187
341,188
341,189
341,191
341,192
341,193
341,194
341,196
341,240
341,241
341,273
341,274
341,325
341,326
341,369
341,370
341,419
341,420
341,455
341,456
341,510
341,511
341,553
341,554
341,581
341,582
341,668
341,713
341,714
342,23
342,24
342,62
342,63
342,109
342,110
342,155
342,156
342,180
342,181
342,182
342,183
342,184
342,185
342,188
342,189
342,190
342,191
342,192
342,194
342,196
342,240
342,241
342,273
342,274
342,325
342,326
342,369
342,370
342,419
342,420
342,455
342,456
342,510
342,511
342,553
342,554
342,581
342,582
342,615
342,616
342,668
342,669
342,713
342,714
343,179
343,186
343,187
343,193
343,195
344,32
345,253
345,542
345,543
345,547
345,548
345,572
345,644
346,242
347,149
348,155
348,156
348,813
349,141
349,142
349,143
349,144
349,145
349,146
349,147
349,148
349,153
349,154
349,160
349,161
349,162
349,163
349,174
349,814
350,358
351,388
352,17
353,98
354,282
354,812
355,6
356,36
357,606
357,705
357,750
357,751
357,753
358,4
359,121
359,162
359,248
359,338
359,474
359,497
360,12
360,18
360,19
360,20
360,57
360,58
360,59
360,105
360,106
360,152
360,237
360,268
360,269
360,270
360,321
360,322
360,417
360,451
360,452
360,507
360,508
360,550
360,599
360,612
360,661
360,662
360,663
360,664
360,665
360,707
360,708
360,709
360,710
360,756
360,817
360,818
360,823
360,824
361,362
362,404
362,545
362,546
363,206
363,317
363,331
363,336
363,337
363,338
363,339
363,355
364,194
365,133
366,206
366,332
367,607
367,703
368,3
368,31
368,32
368,276
369,283
369,285
371,689
372,217
372,221
373,679
374,318
375,206
375,330
376,732
377,177
377,206
377,312
377,331
377,336
377,337
377,338
377,355
377,491
378,137
379,137
379,527
380,362
381,307
382,89
383,144
384,457
384,467
385,283
385,285
386,75
386,208
387,75
387,208
388,112
388,115
388,733
389,206
389,317
389,331
389,336
389,337
389,338
389,339
389,355
390,206
390,329
391,121
391,162
391,248
391,338
391,474
391,497
392,206
392,329
392,330
392,331
392,332
392,333
392,380
393,21
394,572
395,645
396,753
396,754
397,549
398,129
398,453
399,516
400,3
401,547
402,89
403,83
403,115
404,112
404,115
405,115
406,22
406,180
407,194
407,195
407,639
407,663
407,665
407,666
407,667
407,668
407,669
407,673
407,674
407,678
407,681
407,682
407,683
407,684
407,691
407,692
407,694
407,709
407,710
407,711
407,712
407,713
407,714
407,719
407,722
407,724
407,728
407,731
407,825
408,630
409,365
410,55
410,65
410,555
410,556
411,31
412,150
413,171
414,593
415,210
415,596
416,560
417,229
417,672
417,716
418,385
419,746
419,749
419,753
420,336
421,549
422,99
422,124
423,668
423,669
425,523
426,94
427,575
428,72
428,76
428,208
429,449
430,10
430,600
430,608
431,301
432,505
432,506
433,177
433,206
433,312
433,331
433,338
434,434
434,738
435,357
435,386
435,387
435,392
436,53
436,741
437,184
437,231
437,238
438,260
438,261
438,268
438,271
438,279
438,281
438,282
438,286
438,288
438,289
439,264
439,285
440,84
441,317
442,115
443,366
444,366
445,111
445,114
445,812
446,229
447,229
448,102
449,72
450,131
450,132
450,133
451,168
451,229
451,512
451,513
451,691
451,825
452,132
453,371
454,371
455,199
455,216
455,225
455,290
455,786
456,629
457,177
457,206
457,215
457,313
457,332
457,336
457,337
457,339
457,346
458,57
458,80
459,540
460,66
461,402
462,734
463,210
463,687
463,692
463,720
464,513
464,691
464,825
465,199
465,216
465,225
465,269
465,287
465,290
465,291
465,292
465,626
466,692
467,206
467,333
468,730
469,730
470,432
471,360
472,569
473,601
474,9
475,432
476,569
477,644
478,729
479,199
479,216
479,225
479,269
479,287
479,290
479,291
479,292
479,626
479,786
481,3
482,563
483,569
484,477
484,563
484,729
485,482
486,565
487,565
488,643
489,726
490,293
491,564
492,207
492,224
492,566
493,211
493,279
494,5
494,742
494,745
494,748
494,752
495,411
496,735
497,738
498,611
499,646
500,61
501,181
502,25
502,111
502,200
502,371
502,457
503,21
503,238
503,323
503,453
503,579
503,613
503,666
503,711
503,819
503,820
504,60
504,107
504,153
504,271
504,323
504,453
504,579
504,613
504,666
504,711
504,819
504,820
505,526
506,401
506,701
507,401
507,701
508,97
508,405
508,573
510,543
510,547
511,88
512,40
512,256
513,13
513,48
513,49
513,50
513,545
514,280
514,281
514,295
514,298
515,64
515,80
515,112
515,160
515,275
515,327
515,375
515,470
515,491
515,493
515,516
515,518
515,555
515,584
515,617
515,618
516,31
516,34
516,115
516,157
517,607
517,703
518,515
519,160
519,675
520,467
521,536
522,131
523,36
523,37
523,43
523,71
523,122
523,161
523,163
523,206
523,250
523,251
523,257
523,336
523,337
523,338
523,353
523,380
523,381
523,475
523,496
523,500
523,501
523,591
523,621
523,683
523,724
524,494
525,677
526,399
527,207
527,224
527,565
527,566
528,739
529,642
530,641
530,646
532,408
533,604
534,363
535,568
536,74
536,208
537,264
537,645
537,646
538,13
538,135
538,397
538,577
539,211
539,279
539,281
540,211
540,281
540,294
541,757
542,86
543,485
544,604
545,604
546,93
547,308
547,337
548,736
548,737
549,203
549,320
549,338
550,414
551,522
552,578
552,579
552,586
553,177
553,206
553,215
553,315
553,333
553,335
553,337
553,347
553,353
553,355
554,199
554,216
554,225
554,290
555,631
555,633
556,254
556,255
557,500
558,164
559,610
560,735
561,464
562,474
563,4
564,38
564,42
565,415
566,740
567,206
567,314
567,333
567,336
567,355
567,359
568,151
569,402
570,4
571,78
571,210
572,58
572,67
573,652
574,400
575,515
576,416
577,336
577,338
577,353
578,605
579,355
580,217
580,221
580,520
581,100
581,125
582,738
583,102
583,108
583,812
584,307
585,757
586,231
586,400
586,544
586,548
586,746
586,749
587,178
588,293
588,305
589,465
590,305
591,206
591,333
591,336
591,341
591,343
592,206
592,333
592,341
592,343
593,8
593,487
593,657
594,471
595,55
596,64
596,65
598,523
599,61
599,181
600,78
600,210
601,67
602,66
603,75
603,208
604,167
605,53
606,5
607,29
608,195
608,723
608,724
608,825
609,376
609,619
609,813
610,16
610,35
610,66
610,68
610,116
610,117
610,118
610,119
610,218
610,221
610,247
610,277
610,328
610,376
610,471
610,472
610,519
610,521
610,556
610,586
610,587
610,588
610,676
610,677
610,678
610,721
610,722
610,813
611,206
612,743
613,8
613,103
613,487
613,657
614,656
614,706
615,635
615,706
616,27
616,30
617,713
617,714
618,12
618,23
618,24
618,62
618,63
618,109
618,110
618,155
618,156
618,179
618,180
618,181
618,182
618,183
618,184
618,185
618,186
618,187
618,188
618,189
618,190
618,191
618,192
618,193
618,194
618,196
618,240
618,241
618,273
618,274
618,325
618,326
618,369
618,370
618,419
618,420
618,455
618,456
618,510
618,511
618,553
618,554
618,581
618,582
618,615
618,616
618,668
618,669
619,39
619,40
619,410
619,742
619,789
620,39
621,40
621,410
622,75
622,208
623,519
624,95
625,207
625,224
625,567
626,412
627,373
628,373
629,337
629,338
629,353
630,649
631,649
631,650
632,644
633,640
633,641
633,643
633,644
634,209
634,640
634,646
634,690
635,648
636,188
636,419
636,420
636,434
637,65
638,191
638,551
638,552
638,553
638,554
638,570
639,552
640,206
640,331
641,35
642,206
642,331
643,280
643,281
644,74
644,208
645,571
645,572
646,246
647,416
648,386
649,627
650,288
651,190
651,510
651,511
651,519
651,524
652,537
653,673
654,517
654,673
655,31
656,601
656,602
657,100
657,125
658,147
658,363
659,37
659,383
660,113
661,286
662,203
662,318
662,319
662,328
662,338
662,356
663,328
663,356
664,186
664,321
664,322
664,324
664,325
664,326
664,327
664,339
664,354
665,280
665,281
665,282
666,275
666,276
667,679
668,243
668,246
669,564
670,52
671,265
672,519
672,523
672,524
673,491
673,504
674,531
675,444
675,460
676,90
676,601
677,203
677,206
677,303
677,333
677,340
678,734
679,35
680,35
680,68
680,69
680,116
680,117
680,118
680,119
680,120
680,247
680,277
680,328
680,354
680,376
680,377
680,378
680,471
680,472
680,473
680,478
680,519
680,520
680,521
680,556
680,557
680,558
680,586
680,587
680,588
680,590
680,619
680,620
680,676
680,677
680,678
680,679
680,680
680,681
680,682
680,721
680,722
680,723
680,813
681,217
681,218
681,219
681,220
681,221
682,593
683,176
683,381
683,394
684,735
685,389
686,429
687,391
688,187
688,368
688,369
688,370
688,376
688,377
688,378
688,382
688,393
688,817
688,818
688,819
690,391
691,226
692,176
692,226
692,425
692,430
693,13
693,48
694,409
695,207
695,224
695,567
696,636
696,658
697,52
698,572
699,206
699,332
700,742
701,206
702,52
702,631
703,206
703,333
703,445
703,460
704,443
705,585
706,191
706,551
706,552
706,570
707,631
708,177
708,201
708,215
708,340
708,341
708,346
708,347
708,348
708,349
709,561
710,212
710,561
711,101
712,295
713,603
713,787
714,242
715,266
715,626
716,84
716,126
717,126
718,84
718,119
718,126
719,243
719,244
719,246
720,160
721,126
722,603
722,787
723,718
724,227
724,422
725,594
726,351
727,177
727,201
727,215
727,340
728,341
728,346
728,347
728,348
728,349
729,351
730,327
731,352
732,242
733,243
733,244
734,255
735,39
735,411
736,212
736,562
737,178
738,1
738,11
738,55
738,82
738,83
738,85
738,87
738,141
738,175
738,230
738,260
738,262
738,303
738,304
738,305
738,306
738,307
738,308
738,309
738,315
738,316
738,317
738,318
738,319
738,320
738,358
738,438
738,484
738,639
738,640
738,641
738,642
738,656
738,695
738,696
738,816
739,21
740,263
741,388
742,118
743,692
744,194
744,210
744,668
744,669
744,670
744,687
745,361
746,467
747,366
747,388
748,366
749,138
750,752
751,747
752,750
752,751
752,753
753,366
754,361
755,384
756,384
757,491
758,283
758,284
759,744
759,745
759,746
760,206
760,333
760,337
761,206
762,651
763,515
764,655
764,675
765,206
765,333
765,655
766,698
767,695
767,698
768,128
769,127
770,249
771,86
771,137
771,517
772,275
772,276
773,49
774,643
774,644
774,648
775,297
775,391
776,87
776,175
777,75
777,208
778,431
779,9
780,458
781,385
782,206
782,331
783,416
784,725
785,299
786,450
787,226
787,430
788,430
789,43
790,229
790,675
791,301
792,527
793,516
793,532
794,606
794,705
795,77
796,469
797,469
798,235
799,690
800,690
801,468
802,39
802,41
802,112
802,115
803,372
804,318
805,543
806,217
806,221
807,145
808,602
808,651
809,650
810,51
811,193
811,198
811,427
811,616
811,637
812,42
813,198
813,427
813,608
813,609
813,616
813,617
814,648
815,38
815,433
815,493
816,732
817,608
818,216
818,626
819,216
819,626
820,193
820,216
820,598
820,600
820,601
820,611
820,612
820,613
820,614
820,618
820,621
820,622
820,623
820,624
820,625
820,626
820,629
820,630
820,638
820,788
821,216
821,598
821,599
821,600
821,601
821,612
821,613
821,614
821,622
821,623
821,626
821,630
821,638
821,788
822,48
823,644
823,647
823,690
825,193
825,615
826,725
827,222
827,256
828,410
828,789
829,421
830,261
830,786
831,53
832,441
832,638
833,603
834,343
834,688
835,265
836,700
836,721
837,729
838,700
839,229
839,717
840,44
841,210
841,594
841,596
842,86
842,485
843,533
844,426
845,188
845,418
845,419
845,420
845,437
845,820
846,227
847,198
847,227
847,422
847,423
847,424
847,427
847,436
848,424
849,433
850,712
851,617
851,635
852,635
852,637
853,282
853,287
853,298
853,479
854,501
855,77
856,297
857,583
858,583
859,177
859,215
860,3
861,735
862,178
863,206
863,329
864,202
864,488
864,489
864,531
865,42
865,43
865,47
865,395
865,433
866,198
866,427
867,86
867,96
868,117
869,142
870,145
870,172
870,400
870,401
870,453
870,544
871,725
872,126
873,169
874,743
874,747
874,750
874,754
875,750
875,752
875,753
876,735
877,199
877,216
877,225
877,292
877,579
877,592
878,44
879,189
879,438
879,451
879,452
879,453
879,454
879,455
879,456
879,461
879,470
879,472
879,473
879,475
879,476
879,478
879,483
880,359
881,46
881,210
881,790
882,434
882,549
883,165
884,166
885,276
886,318
886,349
887,177
887,215
887,345
888,228
888,481
889,338
890,206
890,333
891,2
892,232
893,516
894,16
894,17
894,57
894,267
894,629
895,532
896,229
897,30
898,70
898,251
899,282
900,206
900,333
901,206
901,333
902,112
903,245
904,514
905,496
906,506
907,643
908,206
908,331
909,519
909,676
910,423
911,343
912,383
913,342
914,163
914,499
915,696
915,699
916,40
917,535
918,528
919,35
920,362
920,385
921,717
922,398
923,421
924,398
925,146
925,361
926,47
927,746
928,617
929,244
930,755
931,400
931,401
931,402
931,642
931,662
931,701
931,702
931,707
932,229
932,708
933,336
934,512
935,42
935,43
936,439
937,177
937,215
937,336
937,337
937,338
937,349
937,816
938,40
938,42
938,44
939,183
940,446
940,527
941,462
942,190
942,484
942,490
942,493
942,501
942,503
942,507
942,508
942,509
942,510
942,511
942,517
942,518
942,520
942,525
942,541
943,206
943,380
944,399
945,343
945,351
946,367
947,210
947,687
948,364
949,409
950,444
951,439
952,735
952,739
952,756
952,757
952,758
953,522
954,244
955,226
955,426
956,141
957,82
957,175
958,367
959,265
960,341
960,342
960,343
961,177
961,215
961,304
961,338
961,339
961,340
961,341
961,342
961,343
962,70
962,79
962,81
963,79
964,340
965,627
966,144
967,646
968,743
968,744
968,745
968,746
969,203
969,334
969,335
969,336
969,340
969,341
970,450
971,519
971,676
972,173
973,403
974,661
974,708
975,229
976,605
976,704
977,607
978,704
979,206
979,333
980,320
981,632
981,634
982,632
982,634
983,494
984,116
984,129
985,95
985,98
986,173
987,334
987,335
987,336
987,340
987,341
988,203
989,459
990,459
991,395
991,433
992,295
993,403
994,159
995,607
995,703
997,337
998,411
999,428
1000,428
1001,522
1002,246
1003,338
1004,429
1005,121
1006,101
1007,534
1008,9
1008,534
1009,8
1009,55
1009,104
1009,204
1009,320
1009,487
1010,204
1010,266
1010,487
1011,178
1012,22
1012,56
1012,61
1012,99
1012,100
1012,108
1012,149
1012,150
1012,154
1012,239
1012,272
1012,305
1012,306
1012,308
1012,309
1012,310
1012,311
1012,312
1012,313
1012,314
1012,315
1012,316
1012,317
1012,319
1012,320
1012,324
1012,368
1012,418
1012,445
1012,446
1012,447
1012,448
1012,454
1012,503
1012,504
1012,506
1012,509
1012,552
1012,576
1012,577
1012,578
1012,580
1012,609
1012,610
1012,614
1012,647
1012,649
1012,653
1012,654
1012,655
1012,658
1012,659
1012,667
1012,698
1012,699
1012,700
1012,706
1012,816
1013,6
1014,1
1014,45
1014,135
1014,178
1014,254
1014,390
1014,432
1014,482
1014,585
1014,690
1015,344
1015,349
1016,229
1016,671
1016,715
1017,741
1018,284
1018,289
1019,206
1019,331
1020,100
1020,364
1021,26
1021,457
1022,164
1023,99
1023,124
1024,3
1025,145
1026,308
1027,484
1028,344
1028,349
1028,350
1029,338
1030,344
1030,349
1030,350
1031,350
1032,344
1032,349
1032,350
1033,176
1033,394
1034,392
1034,690
1035,628
1036,696
1036,699
1036,727
1037,727
1038,696
1038,699
1038,727
1039,46
1039,210
1039,790
1040,371
1040,374
1041,503
1042,314
1043,542
1044,341
1044,343
1045,627
1046,447
1046,459
1047,299
1048,517
1048,673
1049,556
1049,557
1049,559
1049,560
1049,563
1049,564
1050,563
1051,294
1052,206
1052,330
1053,389
1053,403
1054,261
1055,516
1056,360
1057,232
1058,4
1059,627
1060,409
1061,536
1062,206
1062,317
1062,331
1062,338
1062,339
1062,355
1062,491
1063,100
1063,125
1064,205
1064,463
1065,447
1065,477
1066,628
1067,216
1067,626
1068,39
1068,41
1069,464
1070,42
1071,294
1072,122
1072,379
1073,36
1073,37
1073,38
1073,161
1073,251
1073,257
1073,338
1073,380
1073,493
1073,755
1074,215
1075,12
1075,42
1075,43
1076,674
1077,229
1078,389
1079,605
1080,26
1081,328
1081,377
1081,478
1081,519
1081,521
1081,557
1081,586
1081,587
1081,588
1081,590
1081,620
1081,676
1081,677
1081,678
1081,679
1081,680
1081,681
1081,682
1081,721
1081,722
1081,723
1082,390
1083,149
1084,249
1085,243
1086,207
1086,224
1086,566
1087,207
1087,224
1087,567
1088,112
1089,127
1089,128
1089,168
1089,539
1090,136
1090,518
1091,206
1091,329
1092,87
1092,133
1092,175
1093,69
1093,120
1093,220
1093,221
1093,247
1093,277
1093,354
1093,521
1093,590
1093,682
1094,7
1095,212
1096,727
1097,737
1098,219
1099,279
1100,624
1101,5
1102,461
1103,588
1104,585
1104,588
1104,697
1105,229
1105,585
1106,572
1107,572
1108,461
1109,192
1109,197
1109,579
1109,580
1109,584
1109,588
1109,589
1109,591
1109,592
1109,595
1109,597
1109,822
1109,823
1109,824
1110,571
1110,572
1110,573
1110,574
1110,575
1111,210
1111,573
1111,574
1111,575
1111,576
1111,596
1111,822
1112,192
1112,579
1112,581
1112,582
1112,589
1112,592
1112,597
1113,192
1114,461
1115,540
1116,679
1117,197
1118,25
1118,111
1118,200
1118,371
1118,457
1119,631
1119,652
1119,653
1119,683
1119,688
1120,685
1121,288
1122,300
1122,539
1123,296
1123,386
1124,704
1125,692
1125,720
1126,265
1126,300
1127,661
1127,692
1127,708
1127,720
1128,300
1129,282
1129,285
1130,206
1130,333
1130,338
1130,341
1130,343
1131,343
1132,254
1133,254
1133,365
1134,717
1135,285
1136,755
1137,32
1137,33
1137,114
1137,177
1137,215
1138,32
1138,33
1139,144
1139,145
1139,146
1139,153
1139,183
1140,144
1140,145
1140,146
1140,153
1140,172
1140,183
1140,213
1141,75
1141,208
1141,568
1142,448
1143,94
1143,94
1143,601
1143,811
1144,284
1145,538
1146,654
1147,685
1148,685
1149,486
1149,692
1149,720
1150,733
1151,253
1152,4
1152,366
1153,212
1153,547
1153,548
1153,549
1153,561
1153,562
1154,739
1155,52
1155,180
1156,440
1157,440
1158,336
1159,78
1159,210
1160,458
1161,736
1162,138
1163,501
1164,177
1164,201
1164,206
1164,215
1164,311
1164,329
1164,336
1164,337
1164,338
1165,203
1166,512
1167,759
1168,813
1169,815
1170,821
1171,822
1172,812
1173,812
1174,786
1175,787
1189,820
1280,201
1280,215
1281,177
